Type,Runtime,Location,Date
Container,  0.006799,MA,2020-01-16
API,  0.138075,MA,2020-01-16
Container,  0.008077,MA,2020-01-16
API,  0.140054,MA,2020-01-16
Container,  0.006647,MA,2020-01-16
API,  0.136995,MA,2020-01-16
Container,  0.006010,MA,2020-01-16
API,  0.159418,MA,2020-01-16
Container,  0.007016,MA,2020-01-16
API,  0.137033,MA,2020-01-16
Container,  0.006490,MA,2020-01-16
API,  0.139421,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.247284,MA,2020-01-16
Container,  0.006998,MA,2020-01-16
API,  0.138653,MA,2020-01-16
Container,  0.007999,MA,2020-01-16
API,  0.138651,MA,2020-01-16
Container,  0.008000,MA,2020-01-16
API,  0.251477,MA,2020-01-16
Container,  0.006002,MA,2020-01-16
API,  0.167335,MA,2020-01-16
Container,  0.006996,MA,2020-01-16
API,  0.136212,MA,2020-01-16
Container,  0.007003,MA,2020-01-16
API,  0.134959,MA,2020-01-16
Container,  0.006000,MA,2020-01-16
API,  0.140242,MA,2020-01-16
Container,  0.006998,MA,2020-01-16
API,  0.124366,MA,2020-01-16
Container,  0.006009,MA,2020-01-16
API,  0.135767,MA,2020-01-16
Container,  0.006990,MA,2020-01-16
API,  0.137521,MA,2020-01-16
Container,  0.007007,MA,2020-01-16
API,  0.184596,MA,2020-01-16
Container,  0.006992,MA,2020-01-16
API,  0.147228,MA,2020-01-16
Container,  0.006004,MA,2020-01-16
API,  0.136610,MA,2020-01-16
Container,  0.005980,MA,2020-01-16
API,  0.136933,MA,2020-01-16
Container,  0.007001,MA,2020-01-16
API,  0.163956,MA,2020-01-16
Container,  0.012997,MA,2020-01-16
API,  0.149759,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.235176,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.254311,MA,2020-01-16
Container,  0.007004,MA,2020-01-16
API,  0.140448,MA,2020-01-16
Container,  0.006997,MA,2020-01-16
API,  0.138604,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.142950,MA,2020-01-16
Container,  0.007001,MA,2020-01-16
API,  0.174933,MA,2020-01-16
Container,  0.006998,MA,2020-01-16
API,  0.170640,MA,2020-01-16
Container,  0.008000,MA,2020-01-16
API,  0.139777,MA,2020-01-16
Container,  0.007145,MA,2020-01-16
API,  0.143646,MA,2020-01-16
Container,  0.007006,MA,2020-01-16
API,  0.172437,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.139652,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.148581,MA,2020-01-16
Container,  0.006998,MA,2020-01-16
API,  0.138000,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.138317,MA,2020-01-16
Container,  0.006003,MA,2020-01-16
API,  0.138239,MA,2020-01-16
Container,  0.006997,MA,2020-01-16
API,  0.142157,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.136464,MA,2020-01-16
Container,  0.006003,MA,2020-01-16
API,  0.211524,MA,2020-01-16
Container,  0.006996,MA,2020-01-16
API,  0.120378,MA,2020-01-16
Container,  0.006592,MA,2020-01-16
API,  0.118370,MA,2020-01-16
Container,  0.006408,MA,2020-01-16
API,  0.121197,MA,2020-01-16
Container,  0.005999,MA,2020-01-16
API,  0.168277,MA,2020-01-16
Container,  0.006003,MA,2020-01-16
API,  0.115502,MA,2020-01-16
Container,  0.006997,MA,2020-01-16
API,  0.119291,MA,2020-01-16
Container,  0.005999,MA,2020-01-16
API,  0.118352,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.120002,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.192251,MA,2020-01-16
Container,  0.007001,MA,2020-01-16
API,  0.119665,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.121360,MA,2020-01-16
Container,  0.006002,MA,2020-01-16
API,  0.173262,MA,2020-01-16
Container,  0.006997,MA,2020-01-16
API,  0.169030,MA,2020-01-16
Container,  0.006002,MA,2020-01-16
API,  0.119902,MA,2020-01-16
Container,  0.006997,MA,2020-01-16
API,  0.124526,MA,2020-01-16
Container,  0.006000,MA,2020-01-16
API,  0.194307,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.121574,MA,2020-01-16
Container,  0.005999,MA,2020-01-16
API,  0.215832,MA,2020-01-16
Container,  0.006030,MA,2020-01-16
API,  0.119705,MA,2020-01-16
Container,  0.006985,MA,2020-01-16
API,  0.235859,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.148679,MA,2020-01-16
Container,  0.007028,MA,2020-01-16
API,  0.119702,MA,2020-01-16
Container,  0.006971,MA,2020-01-16
API,  0.121870,MA,2020-01-16
Container,  0.007003,MA,2020-01-16
API,  0.226578,MA,2020-01-16
Container,  0.006966,MA,2020-01-16
API,  0.117744,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.120210,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.124671,MA,2020-01-16
Container,  0.006026,MA,2020-01-16
API,  0.122867,MA,2020-01-16
Container,  0.005999,MA,2020-01-16
API,  0.139369,MA,2020-01-16
Container,  0.006002,MA,2020-01-16
API,  0.118742,MA,2020-01-16
Container,  0.043997,MA,2020-01-16
API,  0.120266,MA,2020-01-16
Container,  0.007999,MA,2020-01-16
API,  0.139081,MA,2020-01-16
Container,  0.007003,MA,2020-01-16
API,  0.203359,MA,2020-01-16
Container,  0.008516,MA,2020-01-16
API,  0.178392,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.121231,MA,2020-01-16
Container,  0.006998,MA,2020-01-16
API,  0.202679,MA,2020-01-16
Container,  0.010000,MA,2020-01-16
API,  0.132317,MA,2020-01-16
Container,  0.007055,MA,2020-01-16
API,  0.125208,MA,2020-01-16
Container,  0.006943,MA,2020-01-16
API,  0.126755,MA,2020-01-16
Container,  0.007001,MA,2020-01-16
API,  0.125553,MA,2020-01-16
Container,  0.007003,MA,2020-01-16
API,  0.190477,MA,2020-01-16
Container,  0.006000,MA,2020-01-16
API,  0.122436,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.119399,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.120716,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.121093,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.120524,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.132681,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.118744,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.118834,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.171182,MA,2020-01-16
Container,  0.007999,MA,2020-01-16
API,  0.144560,MA,2020-01-16
Container,  0.007001,MA,2020-01-16
API,  0.121030,MA,2020-01-16
Container,  0.006127,MA,2020-01-16
API,  0.120162,MA,2020-01-16
Container,  0.007869,MA,2020-01-16
API,  0.264952,MA,2020-01-16
Container,  0.007140,MA,2020-01-16
API,  0.122168,MA,2020-01-16
Container,  0.006014,MA,2020-01-16
API,  0.126381,MA,2020-01-16
Container,  0.006994,MA,2020-01-16
API,  0.117831,MA,2020-01-16
Container,  0.006005,MA,2020-01-16
API,  0.136553,MA,2020-01-16
Container,  0.006001,MA,2020-01-16
API,  0.121441,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.116276,MA,2020-01-16
Container,  0.006999,MA,2020-01-16
API,  0.167541,MA,2020-01-16
Container,  0.006004,MA,2020-01-16
API,  0.235791,MA,2020-01-16
Container,  0.006896,MA,2020-01-16
API,  0.124931,MA,2020-01-16
Container,  0.006003,MA,2020-01-16
API,  0.123496,MA,2020-01-16
Container,  0.006996,MA,2020-01-16
API,  0.121158,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.188670,MA,2020-01-16
Container,  0.011999,MA,2020-01-16
API,  0.133951,MA,2020-01-16
Container,  0.007003,MA,2020-01-16
API,  0.231455,MA,2020-01-16
Container,  0.007997,MA,2020-01-16
API,  0.123107,MA,2020-01-16
Container,  0.007999,MA,2020-01-16
API,  0.156865,MA,2020-01-16
Container,  0.008000,MA,2020-01-16
API,  0.128452,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.121557,MA,2020-01-16
Container,  0.008000,MA,2020-01-16
API,  0.162721,MA,2020-01-16
Container,  0.007000,MA,2020-01-16
API,  0.253571,MA,2020-01-16
Container,  0.008003,MA,2020-01-16
API,  0.118527,MA,2020-01-16
Container,  0.006995,MA,2020-01-16
API,  0.120099,MA,2020-01-16
Container,  0.007093,MA,2020-01-16
API,  0.231776,MA,2020-01-16
Container,  0.007908,MA,2020-01-16
API,  0.119968,MA,2020-01-16
Container,  0.007002,MA,2020-01-16
API,  0.124746,MA,2020-01-16
Container,  0.008997,MA,2020-01-16
API,  0.122070,MA,2020-01-16
Container,  0.007999,MA,2020-01-16
API,  0.153673,MA,2020-01-16
Container,  0.009006,MA,2020-01-16
API,  0.121036,MA,2020-01-16
Container,  0.006994,MA,2020-01-16
API,  0.121817,MA,2020-01-16
