Type,Runtime,Location,Date
Container,  0.004000,MA,2020-01-16
API,  0.276621,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.235804,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.319146,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.225609,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.257416,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.248776,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  0.229938,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.238348,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.216598,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.237878,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.237740,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.224064,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.225191,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.262947,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.214773,MA,2020-01-16
Container,  0.004022,MA,2020-01-16
API,  0.226765,MA,2020-01-16
Container,  0.002979,MA,2020-01-16
API,  0.215648,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.254759,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.262908,MA,2020-01-16
Container,  0.003000,MA,2020-01-16
API,  0.251868,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.251050,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.229232,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.311545,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.269415,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.212736,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.223938,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.258221,MA,2020-01-16
Container,  0.003000,MA,2020-01-16
API,  0.254694,MA,2020-01-16
Container,  0.004004,MA,2020-01-16
API,  0.231987,MA,2020-01-16
Container,  0.003994,MA,2020-01-16
API,  0.248977,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.250796,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.247558,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.230570,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.203162,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.358952,MA,2020-01-16
Container,  0.002989,MA,2020-01-16
API,  0.253985,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.395064,MA,2020-01-16
Container,  0.004002,MA,2020-01-16
API,  0.349975,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.225993,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.224996,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.345851,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.247557,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.303500,MA,2020-01-16
Container,  0.004028,MA,2020-01-16
API,  0.197634,MA,2020-01-16
Container,  0.002973,MA,2020-01-16
API,  0.272695,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.249143,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.254392,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  1.889086,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.277111,MA,2020-01-16
Container,  0.003009,MA,2020-01-16
API,  3.618987,MA,2020-01-16
Container,  0.003993,MA,2020-01-16
API,  0.296308,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.245004,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.230583,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.255805,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.233002,MA,2020-01-16
Container,  0.004004,MA,2020-01-16
API,  0.290715,MA,2020-01-16
Container,  0.003000,MA,2020-01-16
API,  0.219132,MA,2020-01-16
Container,  0.003009,MA,2020-01-16
API,  0.280311,MA,2020-01-16
Container,  0.003991,MA,2020-01-16
API,  0.225035,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.218873,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.287823,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  0.244728,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.239851,MA,2020-01-16
Container,  0.003004,MA,2020-01-16
API,  0.240634,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.285026,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.209136,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.215612,MA,2020-01-16
Container,  0.003000,MA,2020-01-16
API,  0.222288,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.256562,MA,2020-01-16
Container,  0.004007,MA,2020-01-16
API,  0.320325,MA,2020-01-16
Container,  0.003994,MA,2020-01-16
API,  0.268209,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.243538,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.214113,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.248682,MA,2020-01-16
Container,  0.003000,MA,2020-01-16
API,  0.227028,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.218140,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.227015,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.215983,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.228107,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.247162,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.249681,MA,2020-01-16
Container,  0.004002,MA,2020-01-16
API,  0.223053,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.195976,MA,2020-01-16
Container,  0.004028,MA,2020-01-16
API,  0.228988,MA,2020-01-16
Container,  0.002968,MA,2020-01-16
API,  0.220998,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.209999,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.231285,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.203005,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.237143,MA,2020-01-16
Container,  0.004027,MA,2020-01-16
API,  0.256586,MA,2020-01-16
Container,  0.002976,MA,2020-01-16
API,  0.257248,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.257387,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.269959,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.242391,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.263290,MA,2020-01-16
Container,  0.003004,MA,2020-01-16
API,  0.244958,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.245076,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.240563,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.241725,MA,2020-01-16
Container,  0.003001,MA,2020-01-16
API,  0.230969,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.218661,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.227966,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  0.322124,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.212380,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.226127,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.230870,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  0.257846,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.243872,MA,2020-01-16
Container,  0.003002,MA,2020-01-16
API,  0.231038,MA,2020-01-16
Container,  0.003998,MA,2020-01-16
API,  0.324925,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.256085,MA,2020-01-16
Container,  0.003999,MA,2020-01-16
API,  0.241260,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.280696,MA,2020-01-16
Container,  0.003004,MA,2020-01-16
API,  0.194993,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.328541,MA,2020-01-16
Container,  0.003996,MA,2020-01-16
API,  0.607379,MA,2020-01-16
Container,  0.004001,MA,2020-01-16
API,  0.310483,MA,2020-01-16
Container,  0.003003,MA,2020-01-16
API,  0.224763,MA,2020-01-16
Container,  0.003997,MA,2020-01-16
API,  0.329991,MA,2020-01-16
Container,  0.004000,MA,2020-01-16
API,  0.325989,MA,2020-01-16
Container,  0.004025,MA,2020-01-16
API,  0.282987,MA,2020-01-16
Container,  0.002979,MA,2020-01-16
API,  0.172995,MA,2020-01-16
Container,  0.003995,MA,2020-01-16
API,  0.293995,MA,2020-01-16
Container,  0.004022,MA,2020-01-16
API,  0.208995,MA,2020-01-16
